LA Name,School Name,Address 1,Address 2,Address 3,Post code,Phone
 West Lothian , Uphall Primary School , Crossgreen Drive , Uphall , WEST LOTHIAN , EH52 6DS , 01506 852516 
 West Lothian , Westfield Primary School , Lomond View , Westfield , BATHGATE , EH48 3DE , 01506 634019 
 West Lothian , Croftmalloch Primary School , Via Raeburn Crescent , Whitburn , WEST LOTHIAN , EH47 8HQ , 01501 740506 
 West Lothian , Polkemmet Primary School , The Avenue , Whitburn , WEST LOTHIAN , EH47 0BX , 01501 740319 
 West Lothian , St Joseph's Primary School (Whitburn) , Gateside Road , Whitburn , WEST LOTHIAN , EH47 0NJ , 01501 740452 
 West Lothian , Whitdale Primary School , 55a Whitedalehead Road , Whitburn , WEST LOTHIAN , EH47 8JU , 01501 749975 
 West Lothian , Winchburgh Primary School , Glendevon Park , Winchburgh , WEST LOTHIAN , EH52 6UE , 01506 890202 
 West Lothian , Holy Family Primary School , Glendevon Park , Winchburgh , WEST LOTHIAN , EH52 6UE , 01506 890208 
 West Lothian , St Ninian's Primary School , Douglas Rise , Dedridge , LIVINGSTON , EH54 6JH , 01506 414612 
 West Lothian , St John Ogilvie Primary School , Harburn Avenue , Deans , LIVINGSTON , EH54 8NQ , 01506 412560 
 West Lothian , Meldrum Primary School , Westwood Park , Deans , LIVINGSTON , EH54 8NW , 01506 280990 
 West Lothian , Springfield Primary School , 141 Springfield Road , Linlithgow , WEST LOTHIAN , EH49 7SN , 01506 847452 
 West Lothian , Peel Primary School , Garden Place , Eliburn , LIVINGSTON , EH54 6RA , 01506 414892 
 West Lothian , Williamston Primary School , Bankton Lane , Murieston , LIVINGSTON , EH54 9DQ , 01506 415311 
 Edinburgh City , Queensferry Primary School , Burgess Road , South Queensferry , EDINBURGH , EH30 9NX , 0131 331 1349 
 Edinburgh City , St Margaret's RC Primary School , Station Road , South Queensferry , -   , EH30 9JY , 0131 331 1895 
 Edinburgh City , Echline Primary School , Bo'ness Road , South Queensferry , EDINBURGH , EH30 9XJ , 0131 331 3397 
 Edinburgh City , Castleview Primary School , 2d Greendykes Road , Edinburgh , -   , EH16 4DP , 0131 661 6429 
 Edinburgh City , Forthview Primary School , West Pilton Place , Edinburgh , -   , EH4 4DF , 0131 332 2468 
 Edinburgh City , Craigour Park Primary , 102 Moredun Park Road , Edinburgh , -   , EH17 7HL , 0131 664 7594 
 Edinburgh City , Currie Primary School , 59 Curriehill Road , Currie , EDINBURGH , EH14 5PU , 0131 449 3359 
 Edinburgh City , Canal View Primary School , 4 Hailesland Place , Edinburgh , -   , EH14 2SL , 0131 442 3894 
 Edinburgh City , Abbeyhill Primary School , Abbey Street , Edinburgh , -   , EH7 5SJ , 0131 661 3054 
 Edinburgh City , Balgreen Primary School , 171 Balgreen Road , Edinburgh , -   , EH11 3AT , 0131 337 6066 
 Edinburgh City , Blackhall Primary School , 83 Craigcrook Road , Edinburgh , -   , EH4 3PH , 0131 336 1023 
 Edinburgh City , Broomhouse Primary School , 39 Saughton Road , Edinburgh , -   , EH11 3RQ , 0131 443 3783 
 Edinburgh City , Broughton Primary School , 132 Broughton Road , Edinburgh , -   , EH7 4LD , 0131 556 7028 
 Edinburgh City , Brunstane Primary School , 106 Magdalene Drive , Edinburgh , -   , EH15 3BE , 0131 669 4498 
 Edinburgh City , Bruntsfield Primary School , 12 Montpelier , Edinburgh , -   , EH10 4NA , 0131 229 1821 
 Edinburgh City , Carrick Knowe Primary School , Lampacre Road , Edinburgh , -   , EH12 7HU , 0131 334 4505 
 Edinburgh City , Clermiston Primary School , 18 Parkgrove Place , Edinburgh , -   , EH4 7NP , 0131 336 3361 
 Edinburgh City , Colinton Primary School , Redford Place , Edinburgh , -   , EH13 0AL , 0131 441 1946 
 Edinburgh City , Corstorphine Primary School , 62 Corstorphine High Street , Edinburgh , -   , EH12 7SY , 0131 334 3865 
 Edinburgh City , Craigentinny Primary School , 4 Loganlea Drive , Edinburgh , -   , EH7 6LR , 0131 661 2749 
 Edinburgh City , Craiglockhart Primary School , 90 Ashley Terrace , Edinburgh , -   , EH11 1RG , 0131 337 1407 
 Edinburgh City , Cramond Primary School , 4 Cramond Crescent , Edinburgh , -   , EH4 6PG , 0131 312 6450 
 Edinburgh City , Dalry Primary School , 4 Cathcart Place , Dalry Road , EDINBURGH , EH11 2JB , 0131 337 6086 
 Edinburgh City , Davidson's Mains Primary School , Corbiehill Road , Edinburgh , -   , EH4 5DZ , 0131 336 1184 
 Edinburgh City , Duddingston Primary School , 70a Duddingston Road , Edinburgh , -   , EH15 1SW , 0131 669 5092 
 Edinburgh City , Flora Stevenson Primary , 175 Comely Bank , Edinburgh , -   , EH4 1BG , 0131 332 1604 
 Edinburgh City , Fox Covert Primary School , Clerwood Terrace , Edinburgh , -   , EH12 8PG , 0131 339 3749 
 Edinburgh City , St. Andrew's Fox Covert RC Primary School , Clerwood Terrace , Edinburgh , -   , EH12 8PG , 0131 339 2383 
 Edinburgh City , Gilmerton Primary School , Moredun Dykes Road , Edinburgh , -   , EH17 8NQ , 0131 664 3614 
 Edinburgh City , Gracemount Primary School , 45 Gracemount House Drive , Edinburgh , -   , EH16 6FD , 0131 664 2331 
 Edinburgh City , Granton Primary School , 55 Boswall Parkway , Edinburgh , -   , EH5 2DA , 0131 552 3987 
 Edinburgh City , Gylemuir Primary School , 10 Wester Broom Place , Edinburgh , -   , EH12 7RT , 0131 334 7138 
 Edinburgh City , Hermitage Park Primary School , 9 Hermitage Park , Edinburgh , -   , EH6 8HD , 0131 554 2952 
 Edinburgh City , Holy Cross RC Primary School , Craighall Road , Edinburgh , -   , EH6 4RE , 0131 552 1972 
 Edinburgh City , James Gillespie's Primary School , Whitehouse Loan , Edinburgh , -   , EH9 1BD , 0131 447 1014 
 Edinburgh City , Juniper Green Primary School , 20 Baberton Mains Wynd , Edinburgh , -   , EH14 3EE , 0131 442 2121 
 Edinburgh City , Leith Walk Primary School , 9 Brunswick Road , Edinburgh , -   , EH7 5NG , 0131 556 3873 
 Edinburgh City , Longstone Primary School , Redhall Grove , Edinburgh , -   , EH14 2DU , 0131 443 4743 
 Edinburgh City , Lorne Primary School , 7 Lorne Street , Edinburgh , -   , EH6 8QS , 0131 554 2308 
 Edinburgh City , Murrayburn Primary School , 1 Sighthill Loan , Edinburgh , -   , EH11 4NP , 0131 453 5339 
 Edinburgh City , Newcraighall Primary School , Whitehill Street , Newcraighall , EDINBURGH , EH21 8QZ , 0131 669 3598 
 Edinburgh City , Niddrie Mill Primary School , 20 Moffat Way , -   , EDINBURGH , EH16 4PY , 0131 468 7025 
 Edinburgh City , Oxgangs Primary School , 60 Oxgangs Road North , Edinburgh , -   , EH13 9DS , 0131 441 3649 
 Edinburgh City , Parsons Green Primary School , 60 Meadowfield Drive , Edinburgh , -   , EH8 7LU , 0131 661 4459 
 Edinburgh City , Pirniehall Primary School , 4 West Pilton Crescent , Edinburgh , -   , EH4 4EP , 0131 332 5256 
 Edinburgh City , Prestonfield Primary School , Peffermill Road , Edinburgh , -   , EH16 5LJ , 0131 667 1336 
 Edinburgh City , Preston Street Primary School , Dalkeith Road , Edinburgh , -   , EH16 5BR , 0131 667 4208 
 Edinburgh City , Roseburn Primary School , 64 Roseburn Street , Edinburgh , -   , EH12 5PL , 0131 337 6096 
 Edinburgh City , The Royal High Primary School , 61 Northfield Broadway , Edinburgh , -   , EH8 7RX , 0131 669 3200 
 Edinburgh City , Sciennes Primary School , 10 Sciennes Road , Edinburgh , -   , EH9 1LG , 0131 667 1243 
 Edinburgh City , Sighthill Primary School , 1 Calder Park , Edinburgh , -   , EH11 4NF , 0131 453 2464 
 Edinburgh City , South Morningside Primary School , 116 Comiston Road , Edinburgh , -   , EH10 5QN , 0131 447 5446 
 Edinburgh City , Stenhouse Primary School , 4 Saughton Mains Street , Edinburgh , -   , EH11 3HH , 0131 443 1255 
 Edinburgh City , Stockbridge Primary School , 17a Hamilton Place , Edinburgh , -   , EH3 5BA , 0131 332 6109 
 Edinburgh City , St Catherine's RC Primary School , 30 Gracemount Drive , Edinburgh , -   , EH16 6RN , 0131 664 4257 
 Edinburgh City , St Cuthbert's RC Primary School , 9 Hutchison Crossway , Edinburgh , -   , EH14 1RP , 0131 443 2621 
 Edinburgh City , St David's RC Primary School , 4 West Pilton Crescent , Edinburgh , -   , EH4 4HP , 0131 332 3500 
 Edinburgh City , St Francis' RC Primary School , 20 Moffat Way , -   , EDINBURGH , EH16 4PY , 0131 621 6600 
 Edinburgh City , St John's RC Primary School , Hamilton Terrace , Edinburgh , -   , EH15 1NB , 0131 669 1363 
 Edinburgh City , St John Vianney RC Primary School , 17 Ivanhoe Crescent , Edinburgh , -   , EH16 6AU , 0131 664 1742 
 Edinburgh City , St Joseph's RC Primary School , 39 Saughton Road , Edinburgh , -   , EH11 3RQ , 0131 443 4591 
 Edinburgh City , St Mark's RC Primary School , 63 Firrhill Crescent , Edinburgh , -   , EH13 9EE , 0131 441 2948 
 Edinburgh City , St Mary's RC Primary School (Edinburgh) , 63 East London Street , Edinburgh , -   , EH7 4BW , 0131 556 7128 
 Edinburgh City , St Mary's RC Primary School (Leith) , 30 Links Gardens , Edinburgh , -   , EH6 7JG , 0131 554 7291 
 Edinburgh City , St Ninian's RC Primary School , 150 Restalrig Road South , Edinburgh , -   , EH7 6JA , 0131 661 3431 
 Edinburgh City , St Peter's RC Primary School , 10 Falcon Road , Edinburgh , -   , EH10 4AH , 0131 447 5742 
 Edinburgh City , Tollcross Primary School , Fountainbridge , Edinburgh , -   , EH3 9QG , 0131 229 7828 
 Edinburgh City , Towerbank Primary School , Figgate Bank , Edinburgh , -   , EH15 1HX , 0131 669 1551 
 Edinburgh City , Trinity Primary School , 181 Newhaven Road , Edinburgh , -   , EH6 4QA , 0131 554 2062 
 Edinburgh City , Pentland Primary School , 10 Oxgangs Green , Edinburgh , -   , EH13 9JF , 0131 445 1510 
 Edinburgh City , Victoria Primary School , 4-6 Newhaven Main Street , Edinburgh , -   , EH6 4HY , 0131 476 7306 
 Edinburgh City , Wardie Primary School , Granton Road , Edinburgh , -   , EH5 3NJ , 0131 552 3896 
 Edinburgh City , East Craigs Primary School , 79 Craigmount Brae , Edinburgh , -   , EH12 8XF , 0131 339 7115 
 Edinburgh City , Dalmeny Primary School , Carlowrie Crescent , Dalmeny , SOUTH QUEENSFERRY , EH30 9TZ , 0131 3311447 
 Edinburgh City , Kirkliston Primary School , 15 Carmel Road , Kirkliston , EDINBURGH , EH29 9DD , 0131 333 3260 
 Edinburgh City , Liberton Primary School , 229 Gilmerton Road , Edinburgh , -   , EH16 5UD , 0131 664 2337 
 Edinburgh City , Clovenstone Primary School , 54 Clovenstone Park , Edinburgh , -   , EH14 3EY , 0131 453 4242 
 Edinburgh City , Leith Primary School , St Andrews Place , Edinburgh , -   , EH6 7EG , 0131 554 4844 
 Midlothian , Tynewater Primary School , 32 Crichton Road , Pathhead , -   , EH37 5RA , 0131 271 4710 
 Edinburgh City , Nether Currie Primary School , 23 Thomson Crescent , Currie , EDINBURGH , EH14 5JR , 0131 449 3140 
 Edinburgh City , Dean Park Primary School , 31 Marchbank Gardens , Balerno , -   , EH14 7ET , 0131 449 4529 
 Edinburgh City , Hillwood Primary School , Station Road , Ratho Station , EDINBURGH , EH28 8PT , 0131 333 1210 
 Edinburgh City , Ratho Primary School , 1 School Wynd , Ratho , EDINBURGH , EH28 8TT , 0131 333 1293 
 Midlothian , Moorfoot Primary School , 41 Borthwick Castle Road , North Middleton , GOREBRIDGE , EH23 4QS , 0131 271 4640 
 Edinburgh City , Bonaly Primary School , 57 Bonaly Road , -   , EDINBURGH , EH13 0FJ , 0131 441 7211 
 Midlothian , Lawfield Primary School , 26 Lawfield Road , Mayfield , DALKEITH , EH22 5BB , 0131 271 4620 
 Midlothian , Strathesk Primary School , 4 Eastfield Farm Road , Penicuik , -   , EH26 8EZ , 0131 271 4705 
 Edinburgh City , Buckstone Primary School , 79 Buckstone Loan East , Edinburgh , -   , EH10 6UY , 0131 445 4545 
 Edinburgh City , Ferryhill Primary School , Groathill Road North , Edinburgh , -   , EH4 2SQ , 0131 538 7382 
 Edinburgh City , Royal Mile Primary School , 86 Canongate , Edinburgh , -   , EH8 8BZ , 0131 556 3347 
 Midlothian , Bonnyrigg Primary School , Cockpen Road , Bonnyrigg , -   , EH19 3HR , 0131 271 4570 
 Midlothian , Hawthornden Primary School , Polton Avenue Road , Bonnyrigg , -   , EH19 2NZ , 0131 271 4600 
 Midlothian , St Mary's Primary School , 62a Polton Street , Bonnyrigg , -   , EH19 3DG , 0131 271 4690 
 Midlothian , King's Park Primary School , 20 Croft Street , Dalkeith , -   , EH22 3BA , 0131 271 4610 
 Midlothian , Woodburn Primary School , 5 Cousland Road , Dalkeith , -   , EH22 2PS , 0131 271 4715 
 Midlothian , St David's RC Primary School , Lauder Road , Dalkeith , -   , EH22 2PU , 0131 271 4675 
 Midlothian , Danderhall Primary School , 59 Edmonstone Road , Danderhall , -   , EH22 1QL , 0131 271 4585 
 Midlothian , Glencorse Primary School , Graham's Road , Milton Bridge , PENICUIK , EH26 0QR , 0131 271 4590 
 Midlothian , Gorebridge Primary School , 2C Barleyknowe Lane , Gorebridge , -   , EH23 4XA , 0131 271 4595 
 Midlothian , Stobhill Primary School , 1 Bonnybank Road , Gorebridge , -   , EH23 4DT , 0131 271 4700 
 Midlothian , Lasswade Primary School , 7a Pendreich Drive , Bonnyrigg , -   , EH19 2DU , 0131 271 4615 
 Midlothian , Loanhead Primary School , 34 Edgefield Road , Loanhead , -   , EH20 9DY , 0131 271 4625 
 Midlothian , St Margaret's Primary School , 36 Edgefield Road , Loanhead , -   , EH20 9DY , 0131 271 4685 
 Midlothian , Mayfield Primary School , Stone Avenue , Mayfield , DALKEITH , EH22 5PB , 0131 663 0546 
 Midlothian , St Luke's Primary School , Stone Avenue , Mayfield , -   , EH22 5PB , 0131 663 3857 
 Midlothian , Newtongrange Primary School , Sixth Street , Newtongrange , -   , EH22 4LB , 0131 271 4645 
 Midlothian , St Andrew's Primary School , Gowkshill , Gorebridge , -   , EH23 4DA , 01875 820133 
 Midlothian , Cornbank Primary School , 34 Marchburn Drive , Penicuik , MIDLOTHIAN , EH26 9HE , 0131 271 4575 
 Midlothian , Cuiken Primary School , 150 Cuiken Terrace , Penicuik , -   , EH26 0AH , 0131 271 4580 
 Midlothian , Mauricewood Primary School , 11 Muirhead Place , Penicuik , -   , EH26 0LE , 0131 271 4630 
 Midlothian , Sacred Heart Primary School , Crockett Gardens , Penicuik , -   , EH26 9BB , 0131 271 4665 
 Midlothian , Rosewell Primary School , 85 Carnethie Street , Rosewell , -   , EH24 9AN , 0131 440 2233 
 Midlothian , St Matthew's Primary School , 32 Carnethie Street , Rosewell , -   , EH24 9AT , 0131 440 2006 
 Midlothian , Roslin Primary School , 8 Pentland View Place , Roslin , MIDLOTHIAN , EH25 9ND , 0131 271 4660 
 Midlothian , Burnbrae Primary School , 144 Burnbrae Road , Bonnyrigg , -   , EH19 3GB , 0131 271 4605 
 Midlothian , Paradykes Primary School , 3 Mayburn Walk , Loanhead , -   , EH20 9HG , 0131 271 4650 
 East Lothian , Musselburgh Burgh Primary School , Kilwinning Street , Musselburgh , EAST LOTHIAN , EH21 7EE , 0131 6653407 
 East Lothian , Campie Primary School , 3 Stoneyhill Farm Road , Musselburgh , EAST LOTHIAN , EH21 6QS , 0131 6652045 
 East Lothian , Sanderson's Wynd Primary School , Sanderson's Wynd , Tranent , EAST LOTHIAN , EH33 1DA , 01875 610275 
 East Lothian , Windygoul Primary School , Brotherstones Way South , Tranent , EAST LOTHIAN , EH33 2QF , 01875 619739 
 East Lothian , Loretto RC Primary School , 20 Newbigging , Musselburgh , EAST LOTHIAN , EH21 7AH , 0131 6652572 
 East Lothian , Pinkie-St Peter's Primary , 44 Pinkie Road , Musselburgh , EAST LOTHIAN , EH21 7HA , 0131 6652024 
 East Lothian , Wallyford Primary School , 39 Salters Road , Wallyford , EAST LOTHIAN , EH21 8LB , 0131 6652865 
 East Lothian , Whitecraig Primary School , 44a Whitecraig Crescent , Whitecraig , MUSSELBURGH EAST LOTHIAN , EH21 8NG , 0131 6653278 
 East Lothian , Aberlady Primary School , Moor Road , Aberlady , EAST LOTHIAN , EH32 0RQ , 01875 870232 
 East Lothian , Athelstaneford Primary School , Athelstaneford , North Berwick , EAST LOTHIAN , EH39 5BE , 01620 880241 
 East Lothian , Cockenzie Primary School , Osborne Terrace , Cockenzie , EAST LOTHIAN , EH32 0BX , 01875 811327 
 East Lothian , Dirleton Primary School , Dirleton , North Berwick , EAST LOTHIAN , EH39 5HE , 01620 850267 
 East Lothian , Dunbar Primary School , Lammermuir Crescent , Dunbar , -   , EH42 1DG , 01368 863773 
 East Lothian , East Linton Primary School , School Road , East Linton , -   , EH40 3AJ , 01620 860216 
 East Lothian , Elphinstone Primary School , Main Street , Elphinstone , TRANENT - EAST LOTHIAN , EH33 2LX , 01875 610358 
 East Lothian , Gullane Primary School , Muirfield Terrace , Gullane , EAST LOTHIAN , EH31 2HL , 01620 843455 
 East Lothian , Haddington Infant School , Haddington Joint Campus , Tynebank Road , HADDINGTON , EH41 4DN , 01620 823271 
 East Lothian , King's Meadow Primary School , Neilson Park Road , Haddington , EAST LOTHIAN , EH41 3DT , 01620 822177 
 East Lothian , St Mary's RC Primary School , Tynebank Road , Haddington , EAST LOTHIAN , EH41 4DN , 01620 823298 
 East Lothian , Innerwick Primary School , Innerwick , Dunbar , EAST LOTHIAN , EH42 1SD , 01368 840227 
 East Lothian , Humbie Primary School , Humbie , East Lothian , -   , EH36 5PJ , 01875 833247 
 East Lothian , Longniddry Primary School , Kitchener Crescent , Longniddry , EAST LOTHIAN , EH32 0LR , 01875 853161 
 East Lothian , Macmerry Primary School , Main Road Macmerry , Tranent , EAST LOTHIAN , EH33 1QA , 01875 610234 
 East Lothian , Law Primary School , Haddington Road , North Berwick , EAST LOTHIAN , EH39 4QZ , 01620 893775 
 East Lothian , Ormiston Primary School , Meadowbank , Ormiston , EAST LOTHIAN , EH35 5LQ , 01875 610382 
 East Lothian , Pencaitland Primary School , The Glebe , Pencaitland , -   , EH34 5EZ , 01875 340260 
 East Lothian , Prestonpans Infant and Nursery School , West Loan , Prestonpans , EAST LOTHIAN , EH32 9NX , 01875 810028 
 East Lothian , Prestonpans Primary School , Preston Road , Prestonpans , EAST LOTHIAN , EH32 9EN , 01875 810950 
 East Lothian , St Gabriel's RC Primary School , South Grange Avenue , Prestonpans , EAST LOTHIAN , EH32 9LH , 01875 811062 
 East Lothian , Saltoun Primary School , East Saltoun , Pencaitland , EAST LOTHIAN , EH34 5DY , 01875 340318 
 East Lothian , Stenton Primary School , Stenton , Dunbar , EAST LOTHIAN , EH42 1TE , 01368 850258 
 East Lothian , St Martin's Primary School , High Street , Tranent , EAST LOTHIAN , EH33 1HJ , 01875 610211 
 East Lothian , West Barns Primary School , West Barns , Dunbar , EAST LOTHIAN , EH42 1TZ , 01368 863209 
 East Lothian , Yester Primary School , Walden Terrace , Gifford , EAST LOTHIAN , EH41 4QP , 01620 810435 
 East Lothian , Stoneyhill Primary School , off Clayknowes Way , Stoneyhill , MUSSELBURGH EAST LOTHIAN , EH21 6UL , 0131 6653119 
 Scottish Borders , Broughton Central P School , Broughton , By Biggar , -   , ML12 6HQ , 01899 830224 
